City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
360,Arona,ES,28.1,-16.68,77.0,69,75,12.75,broken clouds
361,Coxim,BR,-18.51,-54.76,104.63,21,83,6.08,broken clouds
362,Gat,IL,31.61,34.76,79.0,74,0,9.17,clear sky
363,Lazaro Cardenas,MX,17.96,-102.2,86.92,66,67,1.61,broken clouds
364,Atbasar,KZ,51.8,68.33,36.7,70,17,1.79,few clouds
365,Buala,SB,-8.14,159.59,80.08,77,89,1.72,light rain
366,Santo Tomas,PH,14.11,121.14,80.6,88,40,1.12,light rain
367,Cherskiy,RU,68.75,161.3,20.16,92,82,7.92,broken clouds
368,Nanakuli,US,21.39,-158.15,77.0,88,40,5.64,scattered clouds
369,Tiarei,PF,-17.53,-149.33,73.4,88,40,1.12,scattered clouds
370,Kahului,US,20.89,-156.47,75.2,83,40,6.93,scattered clouds
371,Eufaula,US,31.89,-85.15,73.0,71,0,1.01,clear sky
372,Acapulco,MX,16.86,-99.89,87.04,58,72,2.48,broken clouds
373,Pondicherry,IN,11.93,79.83,77.04,83,100,11.68,overcast clouds
374,Clemencia,CO,10.57,-75.33,87.8,79,40,9.17,scattered clouds
375,Kristianstad,SE,56.03,14.15,45.0,65,42,8.75,scattered clouds
376,Provideniya,RU,64.38,-173.3,33.71,92,59,5.19,broken clouds
377,Solnechnyy,RU,50.72,136.63,28.67,75,100,9.44,overcast clouds
378,Fortuna,US,40.6,-124.16,50.0,93,90,6.24,overcast clouds
379,Piacabucu,BR,-10.41,-36.43,81.63,61,19,12.24,few clouds
380,Clive,US,41.6,-93.72,35.6,69,90,6.93,overcast clouds
381,Vardo,NO,70.37,31.11,35.6,80,40,9.17,shower rain
382,Komsomolskiy,UZ,40.43,71.72,55.4,54,0,6.93,clear sky
383,Olinda,BR,-8.01,-34.86,84.2,62,40,10.29,scattered clouds
384,Tazovskiy,RU,67.47,78.7,20.37,95,99,15.01,overcast clouds
385,Pevek,RU,69.7,170.31,23.56,94,16,16.98,few clouds
386,Altus,US,34.64,-99.33,68.0,72,90,31.09,overcast clouds
387,Yamada,JP,39.47,141.95,52.21,76,2,5.21,clear sky
388,Marsh Harbour,BS,26.54,-77.06,80.29,77,100,15.08,light rain
389,Yuksekova,TR,37.57,44.29,51.8,62,0,6.93,clear sky
390,Tupelo,US,34.26,-88.7,70.0,56,1,11.41,clear sky
391,Mackenzie,CA,55.3,-123.17,19.4,73,1,3.36,clear sky
392,Coihaique,CL,-45.58,-72.07,48.2,61,75,11.41,shower rain
393,Pimentel,PE,-6.84,-79.93,75.2,57,36,14.99,scattered clouds
394,Namatanai,PG,-3.67,152.43,79.83,77,99,6.02,overcast clouds
395,Rio Gallegos,AR,-51.62,-69.22,53.6,30,75,23.04,broken clouds
396,Canto Do Buriti,BR,-8.11,-42.94,99.82,20,83,8.08,broken clouds
397,Codrington,AU,-38.27,141.97,45.93,94,17,7.02,few clouds
398,Matamoros,MX,25.53,-103.25,77.0,29,5,0.6,clear sky
399,Nikolayevsk-Na-Amure,RU,53.14,140.73,27.9,96,100,13.33,light snow
400,Mao,ES,39.89,4.27,66.2,52,20,4.7,few clouds
401,Marienburg,PL,54.04,19.03,44.01,100,77,8.37,broken clouds
402,Hohoe,GH,7.15,0.47,83.43,77,29,1.9,scattered clouds
403,Stephenville Crossing,CA,48.5,-58.43,51.8,66,40,10.29,scattered clouds
404,Basco,PH,20.45,121.97,81.5,81,10,22.55,clear sky
405,Isa Khel,AF,36.67,68.84,57.81,35,0,3.44,clear sky
406,Lorengau,PG,-2.02,147.27,81.9,78,26,7.92,scattered clouds
407,Sao Filipe,CV,14.9,-24.5,81.18,78,45,6.62,scattered clouds
408,Karasburg,NA,-28.02,18.75,83.5,13,6,14.36,clear sky
409,Biograd Na Moru,HR,43.94,15.45,61.0,62,0,5.82,clear sky
410,Poirino,IT,44.92,7.85,59.0,87,20,5.17,few clouds
411,Manoel Urbano,BR,-8.84,-69.26,100.67,31,17,2.82,few clouds
412,Langxiang,CN,46.95,128.88,30.76,87,20,4.05,few clouds
413,Anchorage,US,61.22,-149.9,32.0,80,90,3.36,light snow
414,Saryozek,KZ,44.36,77.98,44.82,53,12,1.68,few clouds
415,Butte,US,39.65,-121.57,78.01,48,1,2.53,clear sky
416,Smithers,CA,54.78,-127.17,32.0,90,90,8.05,overcast clouds
417,Kununurra,AU,-15.77,128.73,82.4,78,35,3.36,scattered clouds
418,Rosamorada,MX,22.12,-105.21,89.96,64,15,1.81,few clouds
419,Talcahuano,CL,-36.72,-73.12,60.8,59,20,11.41,few clouds
420,Virginia Beach,US,36.85,-75.98,71.01,67,51,4.0,broken clouds
421,Sambava,MG,-14.27,50.17,74.53,77,0,12.28,clear sky
422,Bacolod,PH,10.67,122.95,79.09,83,100,6.13,overcast clouds
423,Broome,US,42.25,-75.83,57.0,32,100,3.0,overcast clouds
424,Gazimurskiy Zavod,RU,51.55,118.33,30.6,96,1,3.15,clear sky
425,Srednekolymsk,RU,67.45,153.68,22.48,98,90,4.09,overcast clouds
426,Margate,GB,51.38,1.39,53.01,73,60,3.8,broken clouds
427,Newport,GB,51.59,-3.0,53.01,80,81,4.79,broken clouds
428,Balykshi,KZ,47.07,51.87,57.2,33,0,11.18,clear sky
429,Dukuhturi,ID,-6.9,109.08,78.42,81,91,7.7,overcast clouds
430,Lages,BR,-27.82,-50.33,74.8,39,36,6.13,scattered clouds
431,Mayumba,GA,-3.43,10.66,78.15,87,98,9.73,light rain
432,Salina,US,38.84,-97.61,42.01,65,90,21.92,overcast clouds
433,Zhigansk,RU,66.77,123.37,11.23,95,85,4.36,overcast clouds
434,Boa Vista,BR,2.82,-60.67,93.2,41,20,11.41,few clouds
435,Koumac,NC,-20.57,164.28,68.49,76,1,4.79,clear sky
436,Rincon,US,32.3,-81.24,75.2,60,40,8.05,scattered clouds
437,Mezhdurechensk,RU,53.69,88.06,32.7,92,80,5.95,broken clouds
438,Makakilo City,US,21.35,-158.09,77.0,88,40,5.23,light rain
439,Kidal,ML,18.44,1.41,98.6,9,0,2.39,clear sky
440,Frontera,MX,26.93,-101.45,84.99,44,5,4.7,clear sky
441,Ahipara,NZ,-35.17,173.17,55.65,93,67,6.29,broken clouds
442,Igarka,RU,67.47,86.58,20.07,97,99,14.67,overcast clouds
443,Baragua,CU,21.7,-78.63,85.8,73,75,9.84,broken clouds
444,Narathiwat,TH,6.33,101.75,78.8,88,20,3.53,few clouds
445,Dhing,IN,26.47,92.47,79.38,82,0,1.61,clear sky
446,Namibe,AO,-15.2,12.15,75.2,73,40,13.87,scattered clouds
447,Osinki,RU,52.84,49.51,58.87,62,100,18.99,moderate rain
448,Hualmay,PE,-11.1,-77.61,68.92,64,50,10.13,scattered clouds
449,Luza,RU,60.63,47.25,35.11,90,100,10.09,light rain
450,Vestmanna,FO,62.16,-7.17,39.2,93,100,6.93,light rain
451,Mayo,US,38.89,-76.51,64.4,55,75,8.05,broken clouds
452,Zyryanka,RU,65.75,150.85,18.28,92,78,2.55,broken clouds
453,Bajil,YE,15.06,43.29,87.6,54,4,6.04,clear sky
454,Bereznik,RU,62.86,42.71,32.4,98,100,8.99,snow
455,Champasak,LA,14.75,106.0,72.5,99,100,2.39,light rain
456,Disna,BY,55.57,28.2,40.95,78,100,14.36,overcast clouds
457,Chapeco,BR,-27.1,-52.62,84.99,34,0,0.6,clear sky
458,Alekseyevsk,RU,57.84,108.35,39.87,87,100,10.22,light rain
459,Ryde,GB,50.73,-1.16,54.0,83,73,4.07,broken clouds
460,Boone,US,39.03,-92.33,48.0,70,77,5.99,broken clouds
461,Valenca Do Piaui,BR,-6.41,-41.75,101.62,14,67,7.56,broken clouds
462,Hobyo,SO,5.35,48.53,80.06,79,8,19.42,moderate rain
463,Kansanshi,ZM,-12.1,26.43,70.79,45,0,3.44,clear sky
464,Mata De Sao Joao,BR,-12.53,-38.3,78.8,83,75,5.82,broken clouds
465,Bagn,NO,60.82,9.55,30.99,64,77,8.99,broken clouds
466,Shangrao,CN,28.45,117.97,59.02,93,100,3.27,overcast clouds
467,Lavrentiya,RU,65.58,-171.0,35.31,90,93,1.32,overcast clouds
468,Dawlatabad,AF,36.41,64.91,57.25,36,0,5.12,clear sky
469,Gweru,ZW,-19.45,29.82,75.07,23,0,8.21,clear sky
470,Vanderhoof,CA,54.02,-124.02,27.84,87,88,3.8,overcast clouds
471,Avera,US,33.19,-82.53,66.2,63,40,5.82,scattered clouds
472,Ormara,PK,25.21,64.64,84.74,29,62,12.39,broken clouds
473,Toora-Khem,RU,52.47,96.11,36.43,80,100,3.85,overcast clouds
474,Rafai,CF,4.95,23.92,72.16,93,92,1.79,light rain
475,Teguldet,RU,57.31,88.17,31.78,92,91,14.72,overcast clouds
476,Ostersund,SE,63.18,14.64,30.2,68,0,13.87,clear sky
477,Tabriz,IR,38.08,46.29,60.8,29,0,4.7,clear sky
478,Tshikapa,CD,-6.42,20.8,72.1,91,97,1.12,light rain
479,Bengkulu,ID,-3.8,102.27,75.76,89,88,7.56,overcast clouds
480,Tarabuco,BO,-19.17,-64.92,63.01,40,58,4.47,broken clouds
481,Muti,PH,7.28,122.28,78.8,88,75,2.24,broken clouds
482,Karangasem,ID,-8.45,115.62,80.6,83,75,4.7,broken clouds
483,Pecos,US,31.42,-103.49,84.2,13,1,8.05,clear sky
484,Tomatlan,MX,19.93,-105.25,89.96,59,72,1.95,broken clouds
485,Daru,PG,-9.08,143.21,78.75,85,99,12.01,overcast clouds
486,Pisco,PE,-13.7,-76.22,64.4,82,90,5.82,overcast clouds
487,Tvoroyri,FO,61.56,-6.81,39.2,93,100,6.93,light rain
488,Berlevag,NO,70.86,29.09,32.0,92,20,2.24,few clouds
489,Boppard,DE,50.23,7.59,51.01,73,96,3.83,overcast clouds
490,Gobabis,NA,-22.45,18.97,81.72,13,7,8.86,clear sky
491,Dormidontovka,RU,47.77,134.91,29.62,86,0,6.08,clear sky
492,Ajaccio,FR,42.0,8.92,64.4,63,75,4.7,broken clouds
493,Bulgan,MN,48.81,103.53,35.56,69,41,3.56,scattered clouds
494,Usinsk,RU,65.99,57.53,26.76,97,40,5.55,scattered clouds
495,Cururupu,BR,-1.83,-44.87,87.73,56,99,7.49,overcast clouds
496,Kajaani,FI,64.23,27.73,32.0,96,90,3.36,light snow
497,Toktogul,KG,41.87,72.94,57.54,36,0,1.9,clear sky
498,Champerico,GT,14.3,-91.92,86.0,70,90,9.17,overcast clouds
499,Morondava,MG,-20.28,44.28,77.34,83,0,7.43,clear sky
500,Marzuq,YE,14.4,46.47,72.64,21,0,3.91,clear sky
501,Sisimiut,GL,66.94,-53.67,42.64,65,100,17.78,overcast clouds
502,Iquique,CL,-20.22,-70.14,66.2,59,40,11.41,scattered clouds
503,Port Blair,IN,11.67,92.75,80.98,83,99,13.71,moderate rain
504,Kalloni,GR,39.23,26.21,69.8,77,20,4.7,few clouds
505,Sucha Beskidzka,PL,49.74,19.59,46.4,81,75,10.29,broken clouds
506,Saint-Augustin,CA,51.23,-58.65,55.71,48,30,11.95,scattered clouds
507,Inongo,CD,-1.95,18.27,77.74,76,46,2.98,scattered clouds
508,Puerto Leguizamo,CO,-0.19,-74.78,94.84,44,51,2.04,broken clouds
509,Beisfjord,NO,68.38,17.6,32.0,85,26,8.05,scattered clouds
510,Aras,ES,42.56,-2.36,68.0,40,82,6.93,broken clouds
511,Kovylkino,RU,54.04,43.91,47.35,81,12,12.1,few clouds
512,Miramar,US,25.99,-80.23,88.0,66,20,9.17,few clouds
513,Northam,GB,51.03,-4.22,57.0,82,87,3.0,overcast clouds
514,Dharmadam,IN,11.78,75.43,80.6,88,75,2.24,light rain
515,Pachino,IT,36.72,15.09,68.0,62,21,11.48,few clouds
516,Bilibino,RU,68.05,166.44,14.94,94,98,2.62,overcast clouds
517,Mvomero,TZ,-6.25,38.67,82.4,65,20,5.82,few clouds
518,Novoorsk,RU,51.38,58.98,39.2,55,78,11.18,broken clouds
519,Mugur-Aksy,RU,50.35,90.5,28.62,83,100,5.97,overcast clouds
520,Yeppoon,AU,-23.13,150.73,66.2,88,0,6.93,clear sky
521,Parasia,IN,22.2,78.77,71.56,86,4,3.6,clear sky
522,Pochutla,MX,15.74,-96.47,90.0,55,20,4.16,few clouds
523,Amuntai,ID,-2.42,115.25,75.04,96,74,1.41,light rain
524,Santa Catarina De Tepehuanes,MX,25.35,-105.73,75.56,33,0,4.59,clear sky
525,Lyantonde,UG,-0.4,31.16,69.3,80,100,1.5,overcast clouds
526,Rorvik,NO,64.86,11.24,39.2,86,40,6.93,shower rain
527,Raudeberg,NO,61.99,5.14,41.0,75,40,9.17,shower rain
528,Mulchen,CL,-37.72,-72.23,57.2,76,20,5.59,few clouds
529,Bezhetsk,RU,57.79,36.7,35.42,86,100,13.91,overcast clouds
530,Houston,US,29.76,-95.36,84.0,65,40,10.29,scattered clouds
531,Okulovka,RU,58.4,33.29,33.87,94,100,9.6,overcast clouds
532,Shelopugino,RU,51.65,117.56,31.42,96,11,4.16,few clouds
533,Muroto,JP,33.28,134.15,66.85,63,53,12.37,broken clouds
534,Lyaskelya,RU,61.77,31.02,38.79,96,100,8.16,light rain
535,Hauterive,FR,46.09,3.45,57.2,50,20,5.82,few clouds
536,Nantucket,US,41.28,-70.1,59.0,51,1,13.87,clear sky
537,Ratnagiri,IN,16.98,73.3,78.75,83,88,2.04,overcast clouds
538,Qostanay,KZ,53.17,63.58,28.4,74,49,6.71,scattered clouds
539,Columbus,US,39.96,-83.0,52.0,70,90,6.93,moderate rain
540,Holeby,DK,54.71,11.46,52.0,69,35,16.55,scattered clouds
541,Hami,CN,42.8,93.45,49.3,40,100,4.21,overcast clouds
542,Ko Samui,TH,9.54,99.94,83.01,76,88,11.86,light rain
543,Danville,US,36.59,-79.39,61.0,51,1,3.36,clear sky
544,Dawson,US,31.77,-84.45,71.6,64,90,8.05,overcast clouds
545,Ode,NG,7.79,5.71,78.46,75,70,1.43,broken clouds
546,Summerland,CA,49.6,-119.67,39.2,100,75,2.24,broken clouds
547,Guarapari,BR,-20.67,-40.5,78.01,72,51,3.0,broken clouds
548,Orito,CO,0.68,-76.88,80.6,74,75,4.7,broken clouds
549,Tolaga Bay,NZ,-38.37,178.3,55.27,65,97,3.06,overcast clouds
550,Barguzin,RU,53.62,109.62,37.65,75,89,1.68,overcast clouds
551,Atherton,GB,53.52,-2.49,54.0,73,55,1.99,broken clouds
552,Mana,GF,5.66,-53.78,87.53,61,76,9.78,broken clouds
553,Praia,CV,14.92,-23.51,86.0,70,27,11.41,scattered clouds
554,Salekhard,RU,66.53,66.6,23.67,95,33,10.89,scattered clouds
555,Padang,ID,-0.95,100.35,78.76,77,69,4.14,broken clouds
556,Ewa Beach,US,21.32,-158.01,77.0,88,40,4.72,light rain
557,Paamiut,GL,61.99,-49.67,41.85,88,47,30.82,scattered clouds
558,Mackay,AU,-21.15,149.2,64.0,88,40,3.36,scattered clouds
559,Sibolga,ID,1.74,98.78,78.01,75,99,3.11,overcast clouds
560,Pangai,TO,-19.8,-174.35,74.7,74,100,15.41,overcast clouds
561,Hassleholm,SE,56.16,13.77,45.0,65,36,5.41,scattered clouds
562,Coquimbo,CL,-29.95,-71.34,57.2,82,90,10.29,overcast clouds
563,Itainopolis,BR,-7.45,-41.48,102.61,14,97,9.17,overcast clouds
564,Surt,LY,31.21,16.59,72.68,71,100,13.89,overcast clouds
565,Bairiki,KI,1.33,172.98,80.6,74,20,10.29,few clouds
566,Luancheng,CN,37.88,114.65,46.4,81,61,2.84,broken clouds
567,Abonnema,NG,4.71,6.79,89.6,62,75,3.36,broken clouds
568,Vanavara,RU,60.34,102.28,38.91,94,100,9.08,overcast clouds
569,Isangel,VU,-19.55,169.27,64.4,93,40,5.14,scattered clouds
570,Souillac,MU,-20.52,57.52,75.2,69,40,9.17,scattered clouds
571,Vestmannaeyjar,IS,63.44,-20.27,42.8,93,75,9.17,broken clouds
572,Darnah,LY,32.77,22.64,72.3,84,100,13.65,overcast clouds
573,Finschhafen,PG,-6.6,147.87,79.2,77,100,5.01,light rain
574,Americus,US,32.07,-84.23,69.8,60,90,6.93,overcast clouds
575,Siilinjarvi,FI,63.08,27.67,37.4,93,75,3.15,broken clouds
576,Naryan-Mar,RU,67.67,53.09,29.16,94,0,2.71,clear sky
577,Oranjemund,NA,-28.55,16.43,60.48,75,0,16.93,clear sky
578,Sharjah,AE,25.36,55.4,89.01,20,0,4.7,clear sky
579,Yinchuan,CN,38.47,106.27,52.0,35,0,1.34,clear sky
580,Bethlehem,BR,-1.46,-48.5,84.2,79,75,9.17,broken clouds
581,Bria,CF,6.54,21.99,76.03,73,84,1.81,broken clouds
582,Jieshi,CN,22.81,115.83,75.99,69,64,1.01,broken clouds
583,Tarko-Sale,RU,64.92,77.78,23.92,95,71,16.64,broken clouds
584,Zadar,HR,44.12,15.24,59.0,62,0,5.82,clear sky
585,Miri,MY,4.41,114.01,78.8,94,20,3.36,few clouds
586,Cockburn Town,TC,21.46,-71.14,82.81,76,81,11.97,broken clouds
587,Uyaan,PH,7.86,124.04,63.32,100,95,2.13,overcast clouds
588,Arkhangelsk,RU,64.54,40.54,33.8,91,90,6.71,light rain
589,Tiznit,MA,29.58,-9.5,75.2,27,100,4.92,overcast clouds
590,Payo,ID,-3.75,103.64,73.96,94,66,1.86,broken clouds
591,Mangrol,IN,21.12,70.12,82.49,83,2,8.34,clear sky
592,Aswan,EG,24.09,32.91,90.36,14,0,8.63,clear sky
593,Castanhal,BR,-1.29,-47.93,84.2,79,75,9.17,broken clouds
594,Gamba,GA,-2.65,10.0,77.58,87,100,8.63,overcast clouds
595,Kumano,JP,34.34,132.59,59.0,77,75,8.05,broken clouds
596,Adrar,MR,20.5,-10.07,95.99,15,1,10.0,clear sky
597,Camana,PE,-16.62,-72.71,65.34,67,70,6.17,broken clouds
598,Sechura,PE,-5.56,-80.82,77.41,52,18,13.58,few clouds
599,Magaria,NE,13.0,8.91,93.45,14,0,6.64,clear sky
600,Tual,ID,-5.67,132.75,80.33,83,97,13.56,overcast clouds
601,Umm Bab,QA,25.21,50.81,87.8,45,1,9.17,clear sky
602,Waddan,LY,29.16,16.14,78.28,53,100,19.26,overcast clouds
603,Vila Velha,BR,-20.33,-40.29,78.01,69,75,6.93,broken clouds
604,Constitucion,CL,-35.33,-72.42,60.19,56,0,15.86,clear sky
605,Villa Carlos Paz,AR,-31.42,-64.5,99.0,27,0,3.0,clear sky
606,Lamesa,US,32.74,-101.95,69.8,30,90,16.11,overcast clouds
607,Tarakan,ID,3.3,117.63,81.36,77,100,4.83,overcast clouds
608,Chunhuhub,MX,19.55,-88.68,90.37,53,43,3.27,scattered clouds
609,Vila Franca Do Campo,PT,37.72,-25.43,64.4,52,20,16.11,few clouds
610,Kizukuri,JP,40.81,140.39,54.0,96,86,5.5,overcast clouds
611,Conroe,US,30.31,-95.46,84.0,74,75,12.75,broken clouds
612,Bilma,NE,18.69,12.92,90.41,11,0,6.17,clear sky
613,Hofn,IS,64.25,-15.21,46.4,70,75,12.75,broken clouds
614,La Serena,CL,-29.91,-71.25,57.2,82,90,10.29,overcast clouds
615,Derzhavinsk,KZ,51.1,66.32,39.7,63,0,6.93,clear sky
616,Cairns,AU,-16.92,145.77,70.0,88,33,2.86,scattered clouds
617,Kaohsiung,TW,22.62,120.31,78.8,74,75,6.93,broken clouds
618,Zemio,CF,5.03,25.14,73.02,92,99,3.06,overcast clouds
619,Turukhansk,RU,65.82,87.98,26.22,99,100,3.71,light snow
620,Show Low,US,34.25,-110.03,68.0,15,1,6.93,clear sky
621,Salvador,SV,13.83,-88.92,89.6,69,73,11.41,broken clouds
622,Brnakot,AM,39.5,45.97,60.8,38,0,4.7,clear sky
623,Carutapera,BR,-1.2,-46.02,87.03,58,65,10.4,broken clouds
624,Yar-Sale,RU,66.83,70.83,21.58,96,7,8.43,clear sky
625,Capitao Poco,BR,-1.75,-47.06,92.28,47,94,6.98,overcast clouds
626,Cordoba,AR,-31.41,-64.18,99.0,25,0,20.8,clear sky
627,Oum Hadjer,TD,13.3,19.7,91.65,15,0,3.06,clear sky
628,Fort Nelson,CA,58.81,-122.7,8.6,92,5,2.24,clear sky
629,Riyadh,SA,24.69,46.72,80.6,19,0,4.7,clear sky
630,Asyut,EG,27.18,31.18,80.94,20,0,6.98,clear sky
631,Nichinan,JP,31.6,131.37,59.0,87,56,1.99,broken clouds
632,Karasuk,RU,53.74,78.04,35.01,83,9,10.22,clear sky
633,Pervomayskoye,RU,43.92,46.71,58.62,92,0,7.34,clear sky
634,Slave Lake,CA,55.28,-114.77,19.4,67,90,4.7,overcast clouds
635,Grootfontein,NA,-19.57,18.12,80.42,13,0,9.8,clear sky
636,Arrecife,ES,28.96,-13.55,73.4,69,20,5.82,few clouds
637,Nouakchott,MR,18.09,-15.98,107.6,11,0,13.87,clear sky
638,Yarkovo,RU,57.4,67.08,31.44,96,61,6.73,broken clouds
639,Okahandja,NA,-21.98,16.92,91.4,9,4,4.7,clear sky
640,Losevo,RU,50.68,40.05,50.97,69,0,8.43,clear sky
641,Novosheshminsk,RU,55.07,51.23,48.33,65,100,19.8,light rain
642,Torbat-E Jam,IR,35.24,60.62,55.74,34,0,12.28,clear sky
643,Wajima,JP,37.4,136.9,63.12,55,71,7.92,broken clouds
644,Esperance,AU,-33.87,121.9,55.4,87,94,9.17,overcast clouds
645,Bonfim,BR,3.08,-59.95,94.35,39,39,3.29,scattered clouds
646,Deputatskiy,RU,69.3,139.9,13.53,96,100,9.71,overcast clouds
647,Kenora,CA,49.82,-94.43,28.4,74,90,12.75,overcast clouds
648,Monrovia,LR,6.3,-10.8,84.2,79,75,8.3,broken clouds
649,Chimbote,PE,-9.09,-78.58,67.86,70,71,10.74,broken clouds
650,Opole Lubelskie,PL,51.15,21.97,48.0,10,100,14.23,overcast clouds
651,Wenling,CN,28.37,121.36,64.0,97,99,8.84,overcast clouds
652,Baruun-Urt,MN,46.68,113.28,37.42,67,35,8.84,scattered clouds
653,Tonj,SS,7.27,28.68,75.16,82,99,4.21,overcast clouds
654,Abnub,EG,27.27,31.15,80.49,21,0,6.46,clear sky
655,Hasaki,JP,35.73,140.83,53.6,93,75,5.82,broken clouds
656,Yakeshi,CN,49.28,120.73,32.07,91,73,6.71,broken clouds
657,Waitara,NZ,-38.92,174.25,52.0,96,98,3.0,overcast clouds
658,Taman,RU,45.21,36.72,68.0,72,75,8.95,broken clouds
659,Kirakira,SB,-10.45,161.92,79.23,82,90,6.96,overcast clouds
660,Chebsara,RU,59.2,38.84,32.0,98,90,2.24,overcast clouds
661,Larsnes,NO,62.2,5.58,39.0,93,75,6.93,shower sleet
662,Mount Isa,AU,-20.73,139.5,84.2,21,25,9.17,scattered clouds
663,Soyo,AO,-6.13,12.37,78.69,82,61,10.78,broken clouds
664,Kaili,ID,-3.46,120.21,68.63,89,96,1.79,overcast clouds
665,Vuktyl,RU,63.86,57.31,30.51,98,96,5.86,overcast clouds
666,Sembakung,ID,3.82,117.25,75.34,96,100,2.04,overcast clouds
667,Kaduna,NG,10.52,7.44,83.95,41,0,3.02,clear sky
668,Port Maria,JM,18.37,-76.89,86.0,70,75,10.29,broken clouds
669,Giddalur,IN,15.35,78.92,77.74,81,100,0.58,overcast clouds
670,Lakatoro,VU,-16.1,167.42,75.33,81,47,10.58,scattered clouds
671,Saint-Georges,GD,12.06,-61.75,87.8,74,20,13.87,few clouds
672,Kyaikkami,MM,16.08,97.57,78.37,79,100,6.31,overcast clouds
673,Visby,SE,57.64,18.3,48.0,49,75,21.92,broken clouds
674,Chilliwack,CA,49.17,-121.94,48.99,98,100,0.2,overcast clouds
675,Ishigaki,JP,24.34,124.16,78.1,80,83,24.45,broken clouds
676,Zhezkazgan,KZ,47.8,67.71,49.03,49,0,13.27,clear sky
677,Salme,NP,28.04,85.09,68.0,88,20,3.29,few clouds
678,Valle De Allende,MX,26.93,-105.4,78.46,30,0,9.44,clear sky
679,Gao,ML,16.64,1.64,100.08,10,40,7.7,scattered clouds
680,Nabire,ID,-3.37,135.48,75.67,87,100,3.74,light rain
681,Chivacoa,VE,10.16,-68.89,80.6,61,92,16.11,overcast clouds
682,Atar,MR,20.52,-13.05,98.87,16,0,9.28,clear sky
683,Oytal,KZ,42.91,73.27,54.95,37,0,2.04,clear sky
684,Ferkessedougou,CI,9.6,-5.2,85.82,65,98,4.03,overcast clouds
685,Ust-Koksa,RU,50.27,85.61,36.79,84,100,3.71,overcast clouds
686,Vadso,NO,70.07,29.75,30.2,92,40,10.29,shower rain
687,Taybad,IR,34.74,60.78,58.35,31,0,16.8,clear sky
688,Louis Trichardt,ZA,-23.04,29.9,80.73,29,76,4.9,broken clouds
689,Kalmunai,LK,7.42,81.82,80.76,80,100,3.71,moderate rain
690,Kutum,SD,14.2,24.67,83.12,15,0,8.23,clear sky
691,Warrington,GB,53.39,-2.58,54.0,81,75,3.36,broken clouds
692,San Jeronimo,PE,-11.95,-75.28,64.72,35,28,6.38,light rain
693,Bystryy Istok,RU,52.37,84.39,35.2,83,19,8.93,few clouds
694,Turochak,RU,52.26,87.12,35.76,83,100,7.54,overcast clouds
695,Minbu,MM,20.18,94.88,78.33,84,88,1.3,overcast clouds
696,Altar,MX,30.7,-111.82,89.29,12,0,3.04,clear sky
697,Dunedin,NZ,-45.87,170.5,48.99,90,100,2.62,moderate rain
698,Denia,ES,38.84,0.11,70.0,68,49,3.0,scattered clouds
699,Spermezeu,RO,47.3,24.15,46.0,100,94,2.48,overcast clouds
